id,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,dep_estimated_ts,dep_actual_ts,departure,arrivals,arr_estimated,arr_estimated_ts,arr_estimated_utc,arr_actual,arr_actual_ts,arr_actual_utc
368,U2,EZY,U27322,EZY7322,7322,BGY,LIME,,,2022-11-08 21:05,2022-11-08 20:05,2022-11-08 22:01,2022-11-08 21:01,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,scheduled,170,56.0,56.0,50.0,,1667948100,1667937900,1667941260.0,,Il Caravaggio International Airport,Lisbon Humberto Delgado Airport,2022-11-08 23:45,1667951100.0,2022-11-08 23:45,,,
369,U2,EZY,U27606,EZY7606,7606,FNC,LPMA,T1,,2022-11-08 21:10,2022-11-08 21:10,2022-11-08 22:35,2022-11-08 22:35,,,LIS,LPPT,1,,,2022-11-08 22:55,2022-11-08 22:55,,,,scheduled,105,85.0,85.0,79.0,,1667948100,1667941800,1667946900.0,,Madeira Airport,Lisbon Humberto Delgado Airport,2022-11-09 00:14,1667952840.0,2022-11-09 00:14,,,
370,U2,EZY,U27344,EZY7344,7344,MAD,LEMD,1,,2022-11-08 22:10,2022-11-08 21:10,2022-11-09 00:14,2022-11-08 23:14,,,LIS,LPPT,1,,,2022-11-08 22:25,2022-11-08 22:25,,,,scheduled,75,124.0,124.0,118.0,,1667946300,1667941800,1667949240.0,,Adolfo Suarez Madrid-Barajas Airport,Lisbon Humberto Delgado Airport,2022-11-09 00:23,1667953380.0,2022-11-09 00:23,,,
371,TP,TAP,TP1461,TAP1461,1461,AGA,GMAD,,,2022-11-09 03:20,2022-11-09 02:20,,,,,LIS,LPPT,1,,,2022-11-09 04:05,2022-11-09 04:05,,,,scheduled,105,,,,,1667966700,1667960400,,,Agadir-Al Massira Airport,Lisbon Humberto Delgado Airport,,,,,,
372,AD,AZU,AD7278,AZU7278,7278,GIG,SBGL,2,C52,2022-11-08 16:40,2022-11-08 19:40,2022-11-08 16:41,2022-11-08 19:41,2022-11-08 16:41,2022-11-08 19:41,LIS,LPPT,1,,,2022-11-09 05:10,2022-11-09 05:10,TP,74.0,TP74,active,570,1.0,1.0,,,1667970600,1667936400,1667936460.0,1667936460.0,Rio de Janeiro-Galeao International Airport,Lisbon Humberto Delgado Airport,,,,,,
373,TP,TAP,TP74,TAP74,74,GIG,SBGL,2,C52,2022-11-08 16:40,2022-11-08 19:40,2022-11-08 16:41,2022-11-08 19:41,2022-11-08 16:41,2022-11-08 19:41,LIS,LPPT,1,,,2022-11-09 05:10,2022-11-09 05:10,,,,active,570,1.0,1.0,,A339,1667970600,1667936400,1667936460.0,1667936460.0,Rio de Janeiro-Galeao International Airport,Lisbon Humberto Delgado Airport,,,,,,
374,IB,IBE,IB5713,IBE5713,5713,LIS,LPPT,2,,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:14,2022-11-08 19:14,2022-11-08 19:14,2022-11-08 19:14,TFN,GCXO,,,5,2022-11-08 21:30,2022-11-08 21:30,VY,3107.0,VY3107,active,130,,,,,1667943000,1667935200,1667934840.0,1667934840.0,Lisbon Humberto Delgado Airport,Tenerife North Airport,2022-11-08 21:29,1667942940.0,2022-11-08 21:29,,,
375,VY,VLG,VY3107,VLG3107,3107,LIS,LPPT,2,,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:14,2022-11-08 19:14,2022-11-08 19:14,2022-11-08 19:14,TFN,GCXO,,,5,2022-11-08 21:30,2022-11-08 21:30,,,,active,130,,,,A20N,1667943000,1667935200,1667934840.0,1667934840.0,Lisbon Humberto Delgado Airport,Tenerife North Airport,2022-11-08 21:29,1667942940.0,2022-11-08 21:29,,,
376,FR,RYR,FR3635,RYR3635,3635,LIS,LPPT,2,,2022-11-08 18:35,2022-11-08 18:35,2022-11-08 19:15,2022-11-08 19:15,2022-11-08 19:15,2022-11-08 19:15,BVA,LFOB,T2,209,,2022-11-08 22:05,2022-11-08 21:05,,3635.0,,active,150,40.0,40.0,40.0,B38M,1667941500,1667932500,1667934900.0,1667934900.0,Lisbon Humberto Delgado Airport,Beauvais-Tille Airport,2022-11-08 22:45,1667943900.0,2022-11-08 21:45,,,
377,,MAY,,MAY3635,3635,LIS,LPPT,2,,2022-11-08 18:35,2022-11-08 18:35,2022-11-08 19:15,2022-11-08 19:15,2022-11-08 19:15,2022-11-08 19:15,BVA,LFOB,T2,209,,2022-11-08 22:05,2022-11-08 21:05,,,,active,150,40.0,40.0,40.0,,1667941500,1667932500,1667934900.0,1667934900.0,Lisbon Humberto Delgado Airport,Beauvais-Tille Airport,2022-11-08 22:45,1667943900.0,2022-11-08 21:45,,,
378,AD,AZU,AD7475,AZU7475,7475,LIS,LPPT,1,,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,LHR,EGLL,2,,,2022-11-08 21:35,2022-11-08 21:35,TP,1358.0,TP1358,active,170,35.0,35.0,,,1667943300,1667933100,1667935200.0,1667935200.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
379,S4,RZO,S48048,RZO8048,8048,LIS,LPPT,1,,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,LHR,EGLL,2,,,2022-11-08 21:35,2022-11-08 21:35,TP,1358.0,TP1358,active,170,35.0,35.0,,,1667943300,1667933100,1667935200.0,1667935200.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
380,TP,TAP,TP1358,TAP1358,1358,LIS,LPPT,1,,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,2022-11-08 19:20,LHR,EGLL,2,,,2022-11-08 21:35,2022-11-08 21:35,,,,active,170,35.0,35.0,,,1667943300,1667933100,1667935200.0,1667935200.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
381,AD,AZU,AD7256,AZU7256,7256,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,MUC,EDDM,2,G40,,2022-11-08 23:10,2022-11-08 22:10,TP,556.0,TP556,active,195,23.0,23.0,,,1667945400,1667933700,1667935380.0,1667935380.0,Lisbon Humberto Delgado Airport,Munich International Airport,2022-11-08 23:06,1667945160.0,2022-11-08 22:06,,,
382,LH,DLH,LH6951,DLH6951,6951,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,MUC,EDDM,2,G40,,2022-11-08 23:10,2022-11-08 22:10,TP,556.0,TP556,active,195,23.0,23.0,,,1667945400,1667933700,1667935380.0,1667935380.0,Lisbon Humberto Delgado Airport,Munich International Airport,2022-11-08 23:06,1667945160.0,2022-11-08 22:06,,,
383,S4,RZO,S48770,RZO8770,8770,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,MUC,EDDM,2,G40,,2022-11-08 23:10,2022-11-08 22:10,TP,556.0,TP556,active,195,23.0,23.0,,,1667945400,1667933700,1667935380.0,1667935380.0,Lisbon Humberto Delgado Airport,Munich International Airport,2022-11-08 23:06,1667945160.0,2022-11-08 22:06,,,
384,TP,TAP,TP556,TAP556,556,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,2022-11-08 19:23,MUC,EDDM,2,G40,,2022-11-08 23:10,2022-11-08 22:10,,,,active,195,23.0,23.0,,A20N,1667945400,1667933700,1667935380.0,1667935380.0,Lisbon Humberto Delgado Airport,Munich International Airport,2022-11-08 23:06,1667945160.0,2022-11-08 22:06,,,
385,RK,RUK,RK8301,RUK8301,8301,LIS,LPPT,2,,2022-11-08 19:05,2022-11-08 19:05,2022-11-08 19:27,2022-11-08 19:27,2022-11-08 19:27,2022-11-08 19:27,STN,EGSS,1,,,2022-11-08 21:55,2022-11-08 21:55,,,,active,170,175.0,22.0,175.0,B738,1667944500,1667934300,1667935620.0,1667935620.0,Lisbon Humberto Delgado Airport,London Stansted Airport,2022-11-09 00:50,1667955000.0,2022-11-09 00:50,,,
386,U2,EZY,U24434,EZY4434,4434,LIS,LPPT,1,,2022-11-08 18:45,2022-11-08 18:45,2022-11-08 19:30,2022-11-08 19:30,2022-11-08 19:30,2022-11-08 19:30,LYS,LFLL,T1,,,2022-11-08 22:05,2022-11-08 21:05,,,,active,140,37.0,45.0,37.0,,1667941500,1667933100,1667935800.0,1667935800.0,Lisbon Humberto Delgado Airport,Lyon-Saint Exupery Airport,2022-11-08 22:42,1667943720.0,2022-11-08 21:42,,,
387,AD,AZU,AD7505,AZU7505,7505,LIS,LPPT,1,,2022-11-08 19:30,2022-11-08 19:30,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,ORY,LFPO,1,,,2022-11-08 23:00,2022-11-08 22:00,TP,446.0,TP446,active,150,1.0,1.0,,,1667944800,1667935800,1667935860.0,1667935860.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,,,,,,
388,S4,RZO,S48924,RZO8924,8924,LIS,LPPT,1,,2022-11-08 19:30,2022-11-08 19:30,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,ORY,LFPO,1,,,2022-11-08 23:00,2022-11-08 22:00,TP,446.0,TP446,active,150,1.0,1.0,,,1667944800,1667935800,1667935860.0,1667935860.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,,,,,,
389,TP,TAP,TP446,TAP446,446,LIS,LPPT,1,,2022-11-08 19:30,2022-11-08 19:30,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,2022-11-08 19:31,ORY,LFPO,1,,,2022-11-08 23:00,2022-11-08 22:00,,,,active,150,1.0,1.0,,,1667944800,1667935800,1667935860.0,1667935860.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,,,,,,
390,IB,IBE,IB5137,IBE5137,5137,LIS,LPPT,2,,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 19:32,2022-11-08 19:32,2022-11-08 19:32,2022-11-08 19:32,ORY,LFPO,ORLY 1,,01,2022-11-08 22:30,2022-11-08 21:30,VY,1982.0,VY1982,active,150,21.0,32.0,21.0,,1667943000,1667934000,1667935920.0,1667935920.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,2022-11-08 22:51,1667944260.0,2022-11-08 21:51,,,
391,VY,VLG,VY1982,VLG1982,1982,LIS,LPPT,2,,2022-11-08 19:00,2022-11-08 19:00,2022-11-08 19:32,2022-11-08 19:32,2022-11-08 19:32,2022-11-08 19:32,ORY,LFPO,ORLY 1,,01,2022-11-08 22:30,2022-11-08 21:30,,,,active,150,21.0,32.0,21.0,A321,1667943000,1667934000,1667935920.0,1667935920.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,2022-11-08 22:51,1667944260.0,2022-11-08 21:51,,,
392,U2,EZY,U21448,EZY1448,1448,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 19:37,2022-11-08 19:37,2022-11-08 19:37,2022-11-08 19:37,GVA,LSGG,,,3,2022-11-08 22:25,2022-11-08 21:25,,,,active,150,42.0,42.0,35.0,,1667942700,1667933700,1667936220.0,1667936220.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:00,1667944800.0,2022-11-08 22:00,,,
393,TO,TVF,TO7649,TVF7649,7649,LIS,LPPT,2,,2022-11-08 18:40,2022-11-08 18:40,2022-11-08 19:39,2022-11-08 19:39,2022-11-08 19:39,2022-11-08 19:39,ORY,LFPO,ORLY 3,,,2022-11-08 22:10,2022-11-08 21:10,,,,active,150,49.0,59.0,49.0,,1667941800,1667932800,1667936340.0,1667936340.0,Lisbon Humberto Delgado Airport,Paris Orly Airport,2022-11-08 22:59,1667944740.0,2022-11-08 21:59,,,
394,U2,EZY,U22716,EZY2716,2716,LIS,LPPT,1,,2022-11-08 19:10,2022-11-08 19:10,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 19:45,MXP,LIMC,1,,,2022-11-08 22:50,2022-11-08 21:50,,,,active,160,37.0,35.0,37.0,,1667944200,1667934600,1667936700.0,1667936700.0,Lisbon Humberto Delgado Airport,Milano Malpensa Airport,2022-11-08 23:27,1667946420.0,2022-11-08 22:27,,,
395,BA,BAW,BA503,BAW503,503,LIS,LPPT,1,,2022-11-08 19:25,2022-11-08 19:25,2022-11-08 19:58,2022-11-08 19:58,2022-11-08 19:58,2022-11-08 19:58,LHR,EGLL,5,,,2022-11-08 22:25,2022-11-08 22:25,,,,active,180,2.0,33.0,2.0,,1667946300,1667935500,1667937480.0,1667937480.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,2022-11-08 22:27,1667946420.0,2022-11-08 22:27,,,
396,QR,QTR,QR5917,QTR5917,5917,LIS,LPPT,1,,2022-11-08 19:25,2022-11-08 19:25,2022-11-08 19:58,2022-11-08 19:58,2022-11-08 19:58,2022-11-08 19:58,LHR,EGLL,5,,,2022-11-08 22:25,2022-11-08 22:25,BA,503.0,BA503,active,180,2.0,33.0,2.0,,1667946300,1667935500,1667937480.0,1667937480.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,2022-11-08 22:27,1667946420.0,2022-11-08 22:27,,,
397,AD,AZU,AD7307,AZU7307,7307,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,FCO,LIRF,3,,,2022-11-08 23:55,2022-11-08 22:55,TP,836.0,TP836,active,185,4.0,4.0,,,1667948100,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,Leonardo da Vinci-Fiumicino Airport,,,,,,
398,AD,AZU,AD7473,AZU7473,7473,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,LHR,EGLL,2,,,2022-11-08 22:40,2022-11-08 22:40,TP,1366.0,TP1366,active,170,4.0,4.0,,,1667947200,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
399,AZ,ITY,AZ7763,ITY7763,7763,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,FCO,LIRF,3,,,2022-11-08 23:55,2022-11-08 22:55,TP,836.0,TP836,active,185,4.0,4.0,,,1667948100,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,Leonardo da Vinci-Fiumicino Airport,,,,,,
400,S4,RZO,S48620,RZO8620,8620,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,LHR,EGLL,2,,,2022-11-08 22:40,2022-11-08 22:40,TP,1366.0,TP1366,active,170,4.0,4.0,,,1667947200,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
401,S4,RZO,S48904,RZO8904,8904,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,FCO,LIRF,3,,,2022-11-08 23:55,2022-11-08 22:55,TP,836.0,TP836,active,185,4.0,4.0,,,1667948100,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,Leonardo da Vinci-Fiumicino Airport,,,,,,
402,TP,TAP,TP1366,TAP1366,1366,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,LHR,EGLL,2,,,2022-11-08 22:40,2022-11-08 22:40,,,,active,170,4.0,4.0,,A20N,1667947200,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,London Heathrow Airport,,,,,,
403,TP,TAP,TP836,TAP836,836,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,2022-11-08 20:04,FCO,LIRF,3,,,2022-11-08 23:55,2022-11-08 22:55,,,,active,185,4.0,4.0,,,1667948100,1667937000,1667937840.0,1667937840.0,Lisbon Humberto Delgado Airport,Leonardo da Vinci-Fiumicino Airport,,,,,,
404,A3,AEE,A31741,AEE1741,1741,LIS,LPPT,1,,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,GVA,LSGG,,,4,2022-11-08 23:15,2022-11-08 22:15,TP,944.0,TP944,active,150,,,,,1667945700,1667936700,1667937960.0,1667937960.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:13,1667945580.0,2022-11-08 22:13,,,
405,AD,AZU,AD7342,AZU7342,7342,LIS,LPPT,1,,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,GVA,LSGG,,,4,2022-11-08 23:15,2022-11-08 22:15,TP,944.0,TP944,active,150,,,,,1667945700,1667936700,1667937960.0,1667937960.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:13,1667945580.0,2022-11-08 22:13,,,
406,LX,SWR,LX4595,SWR4595,4595,LIS,LPPT,1,,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,GVA,LSGG,,,4,2022-11-08 23:15,2022-11-08 22:15,TP,944.0,TP944,active,150,,,,,1667945700,1667936700,1667937960.0,1667937960.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:13,1667945580.0,2022-11-08 22:13,,,
407,S4,RZO,S48350,RZO8350,8350,LIS,LPPT,1,,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,GVA,LSGG,,,4,2022-11-08 23:15,2022-11-08 22:15,TP,944.0,TP944,active,150,,,,,1667945700,1667936700,1667937960.0,1667937960.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:13,1667945580.0,2022-11-08 22:13,,,
408,TP,TAP,TP944,TAP944,944,LIS,LPPT,1,,2022-11-08 19:45,2022-11-08 19:45,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,2022-11-08 20:06,GVA,LSGG,,,4,2022-11-08 23:15,2022-11-08 22:15,,,,active,150,,,,A319,1667945700,1667936700,1667937960.0,1667937960.0,Lisbon Humberto Delgado Airport,Aeroport Geneve-Cointrin,2022-11-08 23:13,1667945580.0,2022-11-08 22:13,,,
409,AM,AMX,AM6829,AMX6829,6829,LIS,LPPT,1,17.0,2022-11-08 20:15,2022-11-08 20:15,2022-11-08 20:10,2022-11-08 20:10,2022-11-08 20:10,2022-11-08 20:10,MAD,LEMD,2,,N616,2022-11-08 22:30,2022-11-08 21:30,UX,1160.0,UX1160,active,75,,,,,1667943000,1667938500,1667938200.0,1667938200.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 22:25,1667942700.0,2022-11-08 21:25,,,
410,UX,AEA,UX1160,AEA1160,1160,LIS,LPPT,1,17.0,2022-11-08 20:15,2022-11-08 20:15,2022-11-08 20:10,2022-11-08 20:10,2022-11-08 20:10,2022-11-08 20:10,MAD,LEMD,2,,N616,2022-11-08 22:30,2022-11-08 21:30,,,,active,75,,,,B738,1667943000,1667938500,1667938200.0,1667938200.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 22:25,1667942700.0,2022-11-08 21:25,,,
411,FR,RYR,FR2077,RYR2077,2077,LIS,LPPT,2,,2022-11-08 20:15,2022-11-08 20:15,,,,,MRS,LFML,2,,,2022-11-08 23:35,2022-11-08 22:35,,2077.0,,scheduled,140,,,,,1667946900,1667938500,,,Lisbon Humberto Delgado Airport,Marseille Provence Airport,,,,,,
412,,MAY,,MAY2077,2077,LIS,LPPT,2,,2022-11-08 20:15,2022-11-08 20:15,,,,,MRS,LFML,2,,,2022-11-08 23:35,2022-11-08 22:35,,,,scheduled,140,,,,,1667946900,1667938500,,,Lisbon Humberto Delgado Airport,Marseille Provence Airport,,,,,,
413,U2,EZY,U28720,EZY8720,8720,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:17,2022-11-08 20:17,2022-11-08 20:17,2022-11-08 20:17,LGW,EGKK,N,,,2022-11-08 22:30,2022-11-08 22:30,,,,active,160,21.0,27.0,21.0,,1667946600,1667937000,1667938620.0,1667938620.0,Lisbon Humberto Delgado Airport,London Gatwick Airport,2022-11-08 22:51,1667947860.0,2022-11-08 22:51,,,
414,U2,EZY,U22368,EZY2368,2368,LIS,LPPT,1,,2022-11-08 20:00,2022-11-08 20:00,2022-11-08 20:25,2022-11-08 20:25,2022-11-08 20:25,2022-11-08 20:25,LTN,EGGW,,,,2022-11-08 22:45,2022-11-08 22:45,,,,active,165,22.0,25.0,22.0,,1667947500,1667937600,1667939100.0,1667939100.0,Lisbon Humberto Delgado Airport,London Luton Airport,2022-11-08 23:07,1667948820.0,2022-11-08 23:07,,,
415,U2,EZY,U27605,EZY7605,7605,LIS,LPPT,1,,2022-11-08 18:55,2022-11-08 18:55,2022-11-08 20:26,2022-11-08 20:26,2022-11-08 20:26,2022-11-08 20:26,FNC,LPMA,,,,2022-11-08 20:40,2022-11-08 20:40,,,,active,105,82.0,91.0,82.0,,1667940000,1667933700,1667939160.0,1667939160.0,Lisbon Humberto Delgado Airport,Madeira Airport,2022-11-08 22:02,1667944920.0,2022-11-08 22:02,,,
416,LY,ELY,LY376,ELY376,376,LIS,LPPT,1,,2022-11-08 20:15,2022-11-08 20:15,2022-11-08 20:29,2022-11-08 20:29,2022-11-08 20:29,2022-11-08 20:29,TLV,LLBG,3,,,2022-11-09 03:45,2022-11-09 01:45,,,,active,330,14.0,14.0,,B739,1667958300,1667938500,1667939340.0,1667939340.0,Lisbon Humberto Delgado Airport,Ben Gurion International Airport,,,,,,
417,TP,TAP,TP8913,TAP8913,8913,LIS,LPPT,1,,2022-11-08 20:15,2022-11-08 20:15,2022-11-08 20:29,2022-11-08 20:29,2022-11-08 20:29,2022-11-08 20:29,TLV,LLBG,3,,,2022-11-09 03:45,2022-11-09 01:45,LY,376.0,LY376,active,330,14.0,14.0,,,1667958300,1667938500,1667939340.0,1667939340.0,Lisbon Humberto Delgado Airport,Ben Gurion International Airport,,,,,,
418,AD,AZU,AD7479,AZU7479,7479,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,MXP,LIMC,1,,,2022-11-08 23:30,2022-11-08 22:30,TP,828.0,TP828,active,160,42.0,42.0,,,1667946600,1667937000,1667939520.0,1667939520.0,Lisbon Humberto Delgado Airport,Milano Malpensa Airport,,,,,,
419,AZ,ITY,AZ7797,ITY7797,7797,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,MXP,LIMC,1,,,2022-11-08 23:30,2022-11-08 22:30,TP,828.0,TP828,active,160,42.0,42.0,,,1667946600,1667937000,1667939520.0,1667939520.0,Lisbon Humberto Delgado Airport,Milano Malpensa Airport,,,,,,
420,S4,RZO,S48916,RZO8916,8916,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,MXP,LIMC,1,,,2022-11-08 23:30,2022-11-08 22:30,TP,828.0,TP828,active,160,42.0,42.0,,,1667946600,1667937000,1667939520.0,1667939520.0,Lisbon Humberto Delgado Airport,Milano Malpensa Airport,,,,,,
421,TP,TAP,TP828,TAP828,828,LIS,LPPT,1,,2022-11-08 19:50,2022-11-08 19:50,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,2022-11-08 20:32,MXP,LIMC,1,,,2022-11-08 23:30,2022-11-08 22:30,,,,active,160,42.0,42.0,,A320,1667946600,1667937000,1667939520.0,1667939520.0,Lisbon Humberto Delgado Airport,Milano Malpensa Airport,,,,,,
422,EK,UAE,EK4824,UAE4824,4824,LIS,LPPT,1,,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,RAI,GVNP,,,,2022-11-09 00:05,2022-11-09 01:05,TP,1543.0,TP1543,active,260,,,,,1667955900,1667940300,1667940120.0,1667940120.0,Lisbon Humberto Delgado Airport,Praia International Airport,,,,,,
423,TK,THY,TK8135,THY8135,8135,LIS,LPPT,1,,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,RAI,GVNP,,,,2022-11-09 00:05,2022-11-09 01:05,TP,1543.0,TP1543,active,260,,,,,1667955900,1667940300,1667940120.0,1667940120.0,Lisbon Humberto Delgado Airport,Praia International Airport,,,,,,
424,TP,TAP,TP1543,TAP1543,1543,LIS,LPPT,1,,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,2022-11-08 20:42,RAI,GVNP,,,,2022-11-09 00:05,2022-11-09 01:05,,,,active,260,,,,A21N,1667955900,1667940300,1667940120.0,1667940120.0,Lisbon Humberto Delgado Airport,Praia International Airport,,,,,,
425,AA,AAL,AA8545,AAL8545,8545,LIS,LPPT,1,,2022-11-08 20:40,2022-11-08 20:40,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,MAD,LEMD,4S,,07,2022-11-08 23:10,2022-11-08 22:10,IB,3105.0,IB3105,active,90,5.0,5.0,,,1667945400,1667940000,1667940300.0,1667940300.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:02,1667944920.0,2022-11-08 22:02,,,
426,IB,IBE,IB3105,IBE3105,3105,LIS,LPPT,1,,2022-11-08 20:40,2022-11-08 20:40,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,MAD,LEMD,4S,,07,2022-11-08 23:10,2022-11-08 22:10,,,,active,90,5.0,5.0,,A320,1667945400,1667940000,1667940300.0,1667940300.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:02,1667944920.0,2022-11-08 22:02,,,
427,LA,LAN,LA1532,LAN1532,1532,LIS,LPPT,1,,2022-11-08 20:40,2022-11-08 20:40,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,2022-11-08 20:45,MAD,LEMD,4S,,07,2022-11-08 23:10,2022-11-08 22:10,IB,3105.0,IB3105,active,90,5.0,5.0,,,1667945400,1667940000,1667940300.0,1667940300.0,Lisbon Humberto Delgado Airport,Adolfo Suarez Madrid-Barajas Airport,2022-11-08 23:02,1667944920.0,2022-11-08 22:02,,,
